t,s1,s5
27.033063,1.872122351,0.297173624
27.066396,1.872195455,0.297580555
27.099729,1.872285071,0.297671635
27.133062,1.872047916,0.297442337
27.166395,1.872060966,0.297391471
27.199728,1.872279877,0.297521965
27.233061,1.87204978,0.297369899
27.266394,1.871707431,0.29706044
27.299727,1.871794516,0.297244464
27.33306,1.871891189,0.297312641
27.366393,1.872112231,0.297611714
27.399726,1.871925278,0.297284944
27.433059,1.871945384,0.297377622
27.466392,1.872567233,0.297906792
27.499725,1.872677088,0.298273776
27.533058,1.872811311,0.298399211
27.566391,1.872915707,0.298535298
27.599724,1.872936746,0.298686832
27.633057,1.873002127,0.298770455
27.66639,1.873228362,0.298990166
27.699723,1.873184021,0.29909829
27.733056,1.87302463,0.299030646
27.766389,1.87303768,0.299070061
27.799722,1.873193075,0.29922266
27.833055,1.872691868,0.303277323
27.866388,1.872383075,0.298874319
27.899721,1.872415432,0.298926517
27.933054,1.872148717,0.2988634
27.966387,1.872435539,0.299261809
27.99972,1.872196121,0.299298028
28.033053,1.871999846,0.299332649
28.066386,1.871804636,0.299392303
28.099719,1.871692784,0.299488444
28.133052,1.871498639,0.299427723
28.166385,1.871237516,0.29933691
28.199718,1.870967339,0.299296696
28.233051,1.870594895,0.299226655
28.266384,1.870451884,0.299108943
28.299717,1.870373587,0.299213073
28.33305,1.870107271,0.299177386
28.366383,1.870004339,0.299343568
28.399716,1.869891288,0.299232514
28.433049,1.869743882,0.299358215
28.466382,1.869607129,0.299396831
28.499715,1.869447073,0.299437311
28.533048,1.869209652,0.29926607
28.566381,1.869328829,0.299300424
28.599714,1.869428564,0.299446099
28.633047,1.869304461,0.299273793
28.66638,1.868831483,0.298623183
28.699713,1.869131089,0.298780575
28.733046,1.869059849,0.298636232
28.766379,1.86884946,0.298172842
28.799712,1.869018171,0.29821705
28.833045,1.869018704,0.298017846
28.866378,1.868696594,0.297457517
28.899711,1.868321488,0.296963234
28.933044,1.86845185,0.296894258
28.966377,1.868688072,0.296888932
28.99971,1.868775823,0.296815961
29.033043,1.868406975,0.296155764
29.066376,1.868243324,0.295652693
29.099709,1.868439865,0.295575461
29.133042,1.868475951,0.295560015
29.166375,1.868683678,0.29549024
29.199708,1.868481011,0.294978114
29.233041,1.868235068,0.294465988
29.266374,1.868451184,0.294590624
29.299707,1.868433607,0.29454322
29.33304,1.868575021,0.294514191
29.366373,1.869067706,0.294894491
29.399706,1.86939381,0.295114734
29.433039,1.869633627,0.295289704
29.466372,1.869906601,0.295607952
29.499705,1.870171586,0.295866811
29.533038,1.87021939,0.295844707
29.566371,1.870383041,0.295873202
29.599704,1.870842836,0.296256165
29.633037,1.870797562,0.296201037
29.66637,1.870832449,0.296129398
29.699703,1.870920866,0.296340055
29.733036,1.871415948,0.296746986
29.766369,1.871444843,0.296727544
29.799702,1.87173859,0.296984539
29.833035,1.872002776,0.297066032
29.866368,1.872123683,0.297352322
29.899701,1.872167359,0.297515307
29.933034,1.872285071,0.297691609
