timestamp,source601,source620,source623,source634,source640,source647,source673,source682,source684,source686,source703,source714,source726,source734,source742,source749,source762,source767,source774,source777,source778,source781,source787,source790,source792,source797,source826,source843,source847,source859,source873,source874,source877,source881,source886,source891,source892,source899,source915,source936,source945,source953,source960,source961,source964,source969,source973,source976,source980,source984,source998,source1013,source1030,source1055,source1059,source1066,source1069,source1071,source1126,source1132,source1135,source1351,source1359,source3001,source1364,source1368,source1370,source1373,source1374,source1375,source1391,source1398,source1399,source1401,source1405,source1406,source1407,source1410,source1413,source1416,source1417,source1418,source1423,source1427,source1430,source1431,source1434,source1436,source1443,source1444,source1445,source1454,source1458,source1459,source1470,source1475,source2009,source1605,source1608,system_median
637305125950000000,60.0007,59.9993,60.0017,59.9999,60.0001,59.9998,59.9993,59.9988,59.9984,59.9979,59.9989,60.0008,60.0015,60.0012,59.9999,60.0006,60.0018,59.9998,59.9992,59.9996,59.9992,59.9995,59.9993,59.9996,59.9996,59.9987,59.9999,59.9995,59.9997,59.9986,59.9989,60.0001,60.0015,59.9986,60,59.9995,59.9983,59.9969,60.0005,59.9998,59.9995,59.9992,59.9983,59.9983,59.9994,60.0003,59.9996,60.0004,59.9976,59.9995,59.999,59.9985,59.9992,60.0006,59.9999,59.9989,59.9988,59.9995,59.9989,60.0009,60.0008,59.9993,59.9995,59.9982,59.9989,60.0001,60.0005,60.0003,59.9999,59.9968,59.9983,59.9962,60.0013,59.9996,59.9992,59.9995,59.9974,60,59.9993,59.9998,59.9981,59.9996,59.9996,59.9997,60.001,59.9996,59.999,60.0005,60.0003,60.0011,60.0004,59.9997,60.0017,60.0013,60.0014,59.9996,59.9994,59.999,59.9996,59.9996,0,0,0
637305125951000000,59.9993,59.9997,60.0005,60.0008,60.0006,59.9997,59.9989,59.999,59.9989,60.0005,59.9996,60.0006,60.0009,60.0007,59.9997,59.9993,59.9981,59.9994,59.9993,59.9992,59.9985,59.9999,60.0004,60.0018,59.9993,59.9994,59.9992,59.9995,60.0006,59.9994,59.9995,60.0005,60.0012,60.0004,60.0001,59.9992,59.9987,59.9997,60.0006,59.9992,60.0018,59.9995,59.9986,59.9998,59.9991,60,59.9992,59.9993,59.9988,59.9991,60.0004,59.9998,59.9988,60,59.9995,59.9997,59.9993,59.9974,59.9981,59.9991,59.9974,59.9982,59.9996,60.0015,60.0003,59.9995,60.0012,59.9998,60.0007,60.0016,59.9999,59.9995,60.0016,59.9996,59.9995,59.9992,60.0009,59.9991,60.0001,59.9997,59.9999,59.9999,60.0005,59.9995,59.9985,59.9999,59.9987,59.9976,59.9988,59.9996,59.9989,59.999,60.0004,60.0006,59.9986,59.9988,59.9991,59.9993,59.9998,59.9995,0,0,0
637305125952000000,59.9996,59.9995,59.9979,60.0002,60.0005,60.0001,59.9991,59.9988,59.9993,59.9993,59.9991,60.001,60,60.0006,60.0002,59.999,59.9978,60,59.9982,60.0009,59.9988,60,60.0004,60.0025,60.0007,59.9998,59.9991,59.9996,60.0001,59.9992,59.9993,60.0006,60.0011,59.9979,60.0005,59.9995,60,60.0005,60.0007,59.9995,59.9979,59.9997,59.9983,59.9999,59.9993,60.0003,60.0014,60.0009,59.9998,59.9992,59.9988,59.9996,59.9987,59.9998,59.9999,59.9994,59.9993,60.0014,60.0003,59.9997,60.0023,59.9963,59.9981,60.0009,59.9996,59.9997,60.0001,59.9998,60.0008,60.0014,59.9993,59.9998,60.0004,59.9993,59.9995,59.999,59.9986,60,60.0001,60.0004,59.9998,60.0003,59.9997,59.9998,59.9991,59.9993,59.9988,59.9997,59.9997,59.999,60.0005,59.9993,59.9995,59.9992,60.0004,60,59.9991,59.9995,59.9993,59.9997,0,0,0
637305125953000000,59.9997,60.0002,60.0003,60.0004,59.9998,59.9999,59.9992,59.9989,59.9984,60.0006,59.9992,60.0003,59.9994,60.0001,59.9997,60.0004,59.9984,60.0012,59.9995,60.0013,59.9988,60.0006,59.9987,60.0002,59.9997,59.9998,59.9993,59.9996,60.0002,59.9987,59.9998,60.0001,60.0008,59.9987,60.0002,59.9998,59.9999,59.9995,59.9999,59.9996,60.0002,60,59.9989,59.9991,59.9989,60.0006,60.0015,59.9986,59.9979,59.9997,60.0005,59.9998,59.9989,59.9997,60.0015,59.9994,59.9992,59.9993,59.9989,59.9997,59.9995,59.9983,59.9992,59.9956,59.9987,59.9998,60,60.0007,60,60.0008,59.9993,60.0011,60,59.9999,59.9996,59.9995,59.9981,59.9995,59.9992,59.9998,60.0003,59.9997,59.9999,59.9996,60.0034,59.9984,59.9983,59.9984,59.9994,59.9998,59.9999,59.9997,59.999,59.9988,60.0056,60.0003,59.9992,59.9992,59.999,59.9997,0,0,0
637305125954000000,59.9986,60.0001,60.0003,60,59.9998,59.9989,59.9991,59.999,59.9993,59.9999,59.9996,60.0006,59.9993,59.9999,60.0003,60.0005,60.0027,59.9993,59.9981,60.0019,60.0003,60.0006,59.9988,60.0004,59.9995,60.0002,59.9996,59.9995,59.9988,59.9992,60.0002,60.0007,59.9991,59.9993,59.9992,59.999,59.9989,59.9987,60.0006,59.9993,60,59.9986,59.9986,60.0025,59.9989,60.0002,59.9997,60.0011,59.9998,59.999,59.9994,60.0003,59.999,59.9992,60.0005,59.9995,59.9994,59.9978,59.9988,59.9994,60.0007,59.9959,59.999,59.9974,59.9977,60.0001,59.9997,59.9998,59.9996,60.0014,60,60,59.9995,59.9998,59.9989,59.9985,59.9985,59.9998,59.9999,60.0001,60.0003,59.9993,59.9985,59.9998,60,60,59.9986,59.9988,59.9996,60,59.9991,59.9991,59.9991,59.9991,60,60.0008,59.9996,59.9998,59.9991,59.9996,0,0,0
637305125955000000,59.9979,59.9987,59.9987,60.0003,59.9986,59.9997,59.9997,59.9987,59.999,59.9999,59.9987,60.0005,59.9993,59.9992,60.0005,60,59.9988,59.9995,59.9992,60.0007,60,60.0006,59.9995,59.9998,59.9992,60.0003,59.9992,59.9991,59.9989,59.9989,59.9999,59.9986,59.999,59.9986,60.0003,59.9996,59.9981,60.0007,60.0002,59.9999,59.9993,59.9998,59.999,60.001,59.9987,60.0006,59.9997,60.0003,59.9988,59.9991,59.9992,60.0002,59.9989,59.9988,59.9995,59.9987,59.9992,60.0014,59.999,59.9996,60.0007,59.9997,59.9987,59.9945,59.9983,60,59.9989,59.9993,59.9992,59.9956,59.9988,59.9986,59.9995,59.9989,59.9992,59.9991,59.9986,59.9993,60.0002,59.9996,60.0007,59.9999,59.9988,59.9999,59.9985,60.0005,59.9988,59.9992,59.999,59.9989,59.999,59.9991,59.9983,59.9991,59.9967,59.9997,59.9998,59.9987,59.9989,59.9992,0,0,0
637305125956000000,59.9975,59.9998,60.0001,60,59.9996,59.999,60.0007,59.999,59.9986,59.9996,60.0001,60.0001,59.9984,59.9992,60.0006,59.9989,59.9997,60.0009,60.0004,60.0006,59.9994,59.9997,59.9999,59.9992,59.9996,59.9993,59.9986,59.9995,59.9983,59.9985,59.9999,59.9995,60.0031,59.9984,59.9997,59.9988,59.9989,60.0008,59.9993,59.9991,60.0011,59.9994,59.9993,59.9976,59.9991,59.9995,60.0009,60.0008,60.0003,59.9989,59.9992,59.9999,59.9986,59.9985,59.9997,60,59.9997,59.9999,59.999,59.9997,59.9979,59.9953,59.9999,59.9959,59.9983,60,59.9999,59.9996,59.9996,59.9999,59.9999,59.9986,59.9988,59.9999,59.9986,59.9988,59.9995,60.0001,60.0004,59.9996,60.0006,60.0005,59.9994,59.9998,60.0004,59.999,59.9988,59.9992,59.9993,59.9996,60.0004,59.9994,59.9987,59.9983,59.9983,59.9994,60,59.9997,59.9986,59.9995,0,0,0
637305125957000000,59.9996,60.0008,60.0011,59.9991,60.0002,59.9983,59.9997,59.9992,59.9986,59.9996,59.9996,59.9995,59.9973,59.9989,60.0011,59.9995,59.9989,59.9989,59.9988,59.999,59.9993,60.0007,59.9992,60.0015,60.0008,60.0002,59.9997,60.0002,59.9998,59.9985,60.0002,59.9988,60.0006,59.9995,59.9997,59.9987,59.999,60.0003,59.9992,59.9999,59.9994,59.9993,59.9979,60.0004,59.9985,59.9998,60.0022,59.9998,59.9989,59.9998,59.9992,59.9995,59.9988,59.9988,59.9992,59.9992,59.9995,59.9967,59.999,59.9967,60.0017,60.0009,59.9991,59.9957,59.9986,59.9998,59.9989,59.9999,59.999,60.0006,59.9987,59.9991,59.9986,59.9996,59.9991,59.9997,59.9993,59.9993,60.0005,59.9989,60.0003,60,60.2212,59.9989,59.9987,59.9992,59.9988,59.9988,59.9991,60.0002,59.9996,59.999,59.9983,59.9978,60.001,59.9994,59.9995,59.9997,59.9987,59.9993,0,0,0
637305125958000000,59.9993,59.9997,60.0003,59.9992,59.9991,59.9994,59.9998,59.9993,59.9993,59.9995,59.999,59.9996,59.9977,59.9986,60.0008,59.9986,60.0006,60.0002,59.9986,59.9992,59.9993,59.9989,59.9997,59.9995,59.9991,59.9994,60,59.9992,59.9996,59.9983,60.0002,59.9996,60.0045,59.9975,59.9989,59.9995,59.9999,60.0007,59.9984,59.9998,59.9986,59.9997,59.9992,59.9933,59.9975,59.9995,60.001,59.9993,60.0014,60.0006,59.9984,59.9997,59.9993,59.9981,59.9992,59.9998,59.9993,60.0005,59.9993,59.9987,59.9984,59.9998,60,59.9953,59.9981,59.9984,59.9987,59.9993,59.9992,59.9997,59.9994,60.0011,59.9982,59.999,59.9979,59.9993,59.9989,59.9991,60.0003,59.9991,59.9996,59.9998,59.9991,60.0001,59.9985,59.9993,59.9984,60.0003,60,59.9989,59.9998,59.9993,59.9978,59.9986,59.9968,59.9999,59.9998,59.9993,59.9985,59.9993,0,0,0
637305125959000000,59.9993,60,59.9991,59.9986,59.9995,59.9985,59.9996,59.9994,59.9994,59.9996,59.9992,59.9987,59.9976,59.9994,59.9992,59.9993,60.0016,60.0003,59.9979,59.9997,60.0001,59.9993,59.9998,59.9976,59.9988,60,60.0006,59.9994,60.0004,59.9986,59.9999,59.9983,59.9969,59.9994,59.9997,59.9992,59.9988,60.0005,59.999,59.9998,60.0005,60.0003,59.9984,59.9972,59.9995,59.9991,60.0002,59.9993,59.9996,59.9994,59.9991,60.0004,59.999,59.9988,59.9992,59.9997,59.9982,59.9984,59.9992,59.9984,60.0014,59.9988,59.999,59.9955,59.9984,59.9992,59.9993,59.9992,59.9993,59.9975,60.0002,59.9986,59.9981,59.9996,59.9992,59.9989,59.9988,59.9996,59.9999,59.9993,60.0006,60.0007,59.9991,60.0011,59.9966,59.999,59.9993,59.9983,59.9987,59.9993,59.9992,60,59.9984,59.9983,60.0014,59.9997,59.9996,59.9998,59.9994,59.9993,0,0,0
