timestamp,source601,source620,source623,source634,source647,source673,source682,source684,source686,source703,source714,source734,source749,source755,source762,source767,source774,source777,source778,source781,source787,source790,source792,source826,source843,source847,source859,source873,source874,source877,source881,source886,source891,source892,source899,source915,source931,source936,source945,source961,source964,source973,source976,source980,source984,source998,source1013,source1030,source1058,source1059,source1060,source1066,source1069,source1126,source1145,source1351,source1359,source3001,source1364,source1368,source1370,source1373,source1374,source1375,source1391,source1398,source1399,source1401,source1405,source1406,source1407,source1410,source1413,source1416,source1417,source1418,source1427,source1430,source1431,source1434,source1436,source1443,source1458,source1459,source1475,source2009,source1497,source1605,source1608,source1602,source1491,source1620,system_median
637351683120000000,59.9793,59.979,59.9781,59.9797,59.9787,59.9781,59.9786,59.9781,59.9789,59.9777,59.9786,59.9794,59.9781,59.9797,59.9803,59.9795,59.9777,59.9786,59.9798,59.9787,59.9779,59.9781,59.9791,59.9763,59.9775,59.9783,59.9781,59.9792,59.9789,59.9791,59.9761,59.9791,59.9794,59.9775,59.9778,59.979,59.9791,59.9783,59.9786,59.9798,59.979,59.9769,59.9795,59.9785,59.9794,59.979,59.9792,59.9778,59.9796,59.9797,59.9796,59.9796,59.9778,59.9778,59.9781,59.9775,59.9783,59.9795,59.9785,59.9789,59.9791,59.9794,59.9788,59.9811,59.9782,59.978,59.9794,59.9792,59.979,59.9786,59.978,59.9795,59.9778,59.9791,59.979,59.9784,59.9781,59.9789,59.9779,59.978,59.9791,59.9789,59.9798,59.979,59.9787,59.9791,59.9791,59.9779,59.9787,59.9804,59.9787,59.9791,59.9789,0,0,0
637351683121000000,59.9792,59.9796,59.9778,59.9787,59.9785,59.9783,59.978,59.9785,59.9789,59.9784,59.9795,59.9801,59.9791,59.979,59.9801,59.9784,59.9794,59.9793,59.979,59.9794,59.9792,59.9793,59.9782,59.9781,59.9786,59.9798,59.978,59.9791,59.98,59.9789,59.9784,59.9803,59.9801,59.9771,59.9782,59.9798,59.98,59.9783,59.9781,59.9776,59.9779,59.9778,59.9791,59.9769,59.9789,59.9795,59.9771,59.978,59.9796,59.9806,59.9805,59.9789,59.9789,59.9779,59.9784,59.9784,59.9776,59.9779,59.9784,59.9796,59.9786,59.9793,59.9773,59.9817,59.9786,59.9785,59.9797,59.9786,59.9785,59.9784,59.978,59.979,59.9777,59.9792,59.9781,59.9784,59.9783,59.9812,59.9807,59.9782,59.9768,59.9789,59.9789,59.9787,59.9782,59.979,59.9789,59.9787,59.977,59.9796,59.9791,59.9792,59.9787,0,0,0
637351683122000000,59.9802,59.9789,59.9783,59.9793,59.9782,59.9779,59.9783,59.9784,59.9795,59.9767,59.9794,59.98,59.9787,59.9792,59.9791,59.9783,59.9791,59.9803,59.9793,59.9794,59.9786,59.9798,59.9794,59.9768,59.9773,59.9799,59.9783,59.9789,59.9784,59.9797,59.9801,59.9785,59.9806,59.9792,59.9791,59.9793,59.9794,59.979,59.9792,59.9802,59.9798,59.9785,59.98,59.9785,59.9786,59.9795,59.9787,59.9782,59.9803,59.9794,59.9804,59.979,59.9786,59.9781,59.9771,59.9782,59.9792,59.9787,59.978,59.9795,59.9784,59.9792,59.9799,59.9799,59.9782,59.9795,59.9796,59.981,59.978,59.9777,59.9777,59.9794,59.9779,59.9792,59.979,59.9791,59.9782,59.9795,59.9768,59.9778,59.9786,59.9793,59.9796,59.9806,59.9793,59.979,59.98,59.9784,59.9783,59.9762,59.978,59.9795,59.9791,0,0,0
637351683123000000,59.9791,59.9787,59.9778,59.979,59.9781,59.978,59.9786,59.978,59.9802,59.9788,59.9801,59.9792,59.9789,59.9794,59.9801,59.9794,59.979,59.98,59.98,59.9797,59.9783,59.9815,59.9779,59.9788,59.9797,59.9801,59.9783,59.9781,59.9802,59.9841,59.9762,59.9829,59.9802,59.9782,59.9786,59.9797,59.9803,59.9784,59.9777,59.9802,59.9785,59.9789,59.9801,59.9771,59.9784,59.9788,59.9784,59.9785,59.9796,59.9789,59.9804,59.9795,59.9788,59.9784,59.9791,59.9781,59.9793,59.9779,59.9786,59.9794,59.9796,59.9789,59.9782,59.9806,59.9793,59.9795,59.9792,59.9794,59.9784,59.979,59.9765,59.9798,59.9791,59.9791,59.9788,59.9787,59.9791,59.9779,59.9786,59.9782,59.9788,59.979,59.9803,59.9801,59.979,59.9796,59.9773,59.9786,59.9787,59.9785,59.9793,59.9792,59.979,0,0,0
637351683124000000,59.9792,59.9795,59.9785,59.9793,59.9783,59.9784,59.9787,59.9785,59.9793,59.9787,59.9788,59.9799,59.9776,59.9788,59.9788,59.9799,59.9792,59.9801,59.9789,59.98,59.9791,59.9795,59.9794,59.9811,59.9788,59.98,59.9782,59.9796,59.9794,59.978,59.9804,59.9789,59.9791,59.9792,59.9796,59.9794,59.9789,59.9786,59.9785,59.978,59.979,59.9795,59.9801,59.9794,59.9789,59.9786,59.9784,59.979,59.9797,59.9801,59.9798,59.9794,59.9787,59.9785,59.9767,59.9765,59.9791,59.9775,59.9791,59.9798,59.979,59.979,59.9793,59.9815,59.9777,59.9797,59.9797,59.9794,59.979,59.9788,59.9796,59.9794,59.9786,59.9794,59.9782,59.9786,59.9785,59.978,59.9797,59.9782,59.9789,59.9794,59.9796,59.9798,59.9798,59.9794,59.98,59.9787,59.9789,59.9841,59.979,59.9814,59.9791,0,0,0
637351683125000000,59.9791,59.9787,59.9785,59.9793,59.9786,59.9788,59.9782,59.9786,59.9788,59.9785,59.9806,59.98,59.9783,59.9794,59.9785,59.9793,59.9768,59.9802,59.9798,59.9792,59.9791,59.9795,59.9791,59.9815,59.9799,59.9797,59.9774,59.9787,59.9804,59.9803,59.9774,59.9803,59.9787,59.9789,59.979,59.9799,59.9789,59.9792,59.9796,59.9792,59.9785,59.9785,59.9806,59.9784,59.9784,59.9796,59.979,59.979,59.9799,59.9788,59.9781,59.9788,59.9793,59.9783,59.9788,59.9789,59.98,59.9778,59.9797,59.9796,59.9786,59.9791,59.9787,59.9782,59.9798,59.9798,59.9798,59.9811,59.9782,59.9787,59.9777,59.979,59.9788,59.9791,59.9796,59.979,59.9792,59.9793,59.9785,59.9788,59.9793,59.9794,59.9794,59.9799,59.979,59.9787,59.9797,59.9794,59.9787,59.979,59.9789,59.9793,59.979,0,0,0
637351683126000000,59.9783,59.9801,59.979,59.9796,59.9789,59.9791,59.9788,59.9787,59.979,59.9779,59.98,59.9799,59.9788,59.9798,59.9774,59.9795,59.9786,59.9798,59.9788,59.9793,59.9794,59.9808,59.9778,59.9797,59.9799,59.9789,59.9785,59.9784,59.9803,59.9806,59.9794,59.9766,59.9787,59.9806,59.9794,59.9801,59.9791,59.9797,59.9787,59.9806,59.9789,59.9794,59.9782,59.9794,59.9788,59.9797,59.9782,59.9795,59.9795,59.9803,59.9792,59.9787,59.9789,59.9788,59.9793,59.9792,59.9792,59.9788,59.9797,59.9793,59.979,59.9789,59.9814,59.9829,59.9788,59.9789,59.9798,59.9793,59.9791,59.9798,59.9788,59.9788,59.9795,59.9785,59.9768,59.9794,59.979,59.9801,59.9782,59.979,59.9801,59.9793,59.9788,59.9803,59.9784,59.979,59.9798,59.9782,59.9789,59.9826,59.9775,59.9775,59.9791,0,0,0
637351683127000000,59.9785,59.9796,59.9792,59.9788,59.9785,59.9789,59.9786,59.979,59.9797,59.9793,59.9803,59.98,59.9773,59.9786,59.9776,59.9778,59.9795,59.9797,59.9788,59.9794,59.9785,59.9819,59.9783,59.9792,59.9809,59.9792,59.9798,59.9792,59.979,59.9803,59.9791,59.9785,59.9787,59.9787,59.9799,59.9795,59.9782,59.9788,59.9791,59.9782,59.9784,59.9802,59.9781,59.979,59.9793,59.9788,59.9788,59.9797,59.9795,59.9797,59.976,59.9791,59.979,59.9796,59.9788,59.9793,59.9804,59.9801,59.9798,59.9799,59.9784,59.9786,59.9784,59.9809,59.9792,59.9786,59.98,59.9789,59.9783,59.9799,59.9794,59.9793,59.9795,59.9789,59.9798,59.9788,59.9792,59.9792,59.9787,59.9789,59.9803,59.9784,59.98,59.98,59.9781,59.9786,59.9785,59.9787,59.9785,59.9765,59.9785,59.9796,59.9791,0,0,0
637351683128000000,59.9791,59.9796,59.9795,59.9801,59.9782,59.979,59.9794,59.9791,59.9789,59.9784,59.9798,59.9794,59.9793,59.9787,59.9787,59.9787,59.9786,59.9801,59.9787,59.9792,59.9781,59.98,59.9785,59.9805,59.9812,59.9789,59.9795,59.9792,59.9797,59.9799,59.9793,59.9799,59.9784,59.9799,59.9793,59.9796,59.9782,59.9789,59.9793,59.9789,59.9787,59.9785,59.9811,59.9795,59.9785,59.9806,59.9809,59.9798,59.98,59.9794,59.9769,59.9785,59.9793,59.979,59.9781,59.9812,59.9798,59.9792,59.9799,59.9786,59.9792,59.9794,59.9791,59.9797,59.9796,59.9783,59.9797,59.9793,59.9789,59.9793,59.9787,59.9786,59.9799,59.9788,59.9803,59.9795,59.9799,59.977,59.9783,59.9795,59.9786,59.9794,59.9793,59.9788,59.9778,59.9792,59.9786,59.9793,59.9787,59.98,59.9791,59.9787,59.9793,0,0,0
637351683129000000,59.9792,59.9798,59.9794,59.9794,59.9783,59.9791,59.9796,59.9796,59.9795,59.9796,59.9803,59.9797,59.9791,59.9785,59.9791,59.979,59.9797,59.9801,59.979,59.9792,59.9785,59.9801,59.9796,59.9808,59.9789,59.979,59.9799,59.9789,59.9802,59.9789,59.9797,59.9784,59.9776,59.9791,59.9802,59.9798,59.9789,59.9796,59.9787,59.9803,59.979,59.979,59.9801,59.9797,59.9793,59.9785,59.9797,59.9802,59.9795,59.979,59.9782,59.9787,59.9797,59.9796,59.9798,59.978,59.979,59.9811,59.9797,59.9787,59.9783,59.9783,59.979,59.9769,59.9797,59.9785,59.9798,59.9786,59.9787,59.9799,59.9794,59.9785,59.98,59.9785,59.9792,59.9802,59.9803,59.9782,59.9785,59.9793,59.98,59.9778,59.9796,59.9796,59.9776,59.9787,59.9786,59.9795,59.9786,59.9751,59.9795,59.9784,59.9792,0,0,0
