timestamp,source601,source620,source623,source634,source640,source647,source673,source682,source684,source686,source714,source726,source734,source742,source749,source755,source762,source767,source774,source777,source778,source781,source787,source790,source792,source797,source826,source843,source847,source859,source873,source874,source877,source881,source886,source891,source892,source899,source915,source931,source936,source945,source953,source960,source961,source964,source969,source973,source976,source980,source984,source985,source998,source1000,source1009,source1013,source1030,source1055,source1059,source1066,source1069,source1071,source1126,source1132,source1135,source3001,source1364,source1368,source1370,source1373,source1374,source1375,source1391,source1398,source1399,source1401,source1405,source1406,source1407,source1410,source1413,source1416,source1417,source1418,source1427,source1430,source1431,source1434,source1436,source1443,source1444,source1445,source1454,source1458,source1459,source1475,source2009,source1497,source1605,source1608,system_median
637304685060000000,60.0079,60.0093,60.0077,60.0099,60.0105,60.0092,60.0083,60.0083,60.0083,60.0083,60.0103,60.0093,60.0103,60.0098,60.009,60.0091,60.011,60.0089,60.0092,60.0099,60.0091,60.0096,60.0092,60.0112,60.0085,60.008,60.0076,60.0081,60.0057,60.0089,60.0087,60.0098,60.0104,60.0104,60.01,60.0076,60.0084,60.0102,60.0099,60.0091,60.0087,60.0082,60.0088,60.0092,60.0098,60.0084,60.0104,60.0078,60.0091,60.0092,60.0087,60.0086,60.009,60.0096,60.008,60.0087,60.0091,60.0078,60.0102,60.0093,60.0088,60.0075,60.0092,60.0095,60.0083,60.0105,60.0084,60.0104,60.0098,60.0107,60.0102,60.0132,60.0094,60.0096,60.0103,60.0088,60.0069,60.0085,60.0094,60.0102,60.0087,60.01,60.0087,60.009,60.0086,60.0095,60.008,60.0088,60.0074,60.0093,60.0106,60.0103,60.009,60.0102,60.0098,60.0089,60.0093,60.0095,60.0089,60.0096,60.0092,0,0,0
637304685061000000,60.0074,60.0097,60.0101,60.0109,60.0096,60.0093,60.0094,60.0092,60.0092,60.0081,60.011,60.0096,60.0101,60.0096,60.0094,60.0094,60.0066,60.0093,60.0086,60.0108,60.0095,60.0105,60.0087,60.0105,60.008,60.0093,60.0086,60.0092,60.0075,60.0088,60.0088,60.0106,60.0108,60.0099,60.0102,60.0079,60.0082,60.0112,60.0099,60.0071,60.0093,60.0089,60.0092,60.0094,60.0092,60.0082,60.0105,60.0083,60.01,60.0089,60.0087,60.0089,60.009,60.0094,60.0076,60.0087,60.0087,60.0085,60.0101,60.0093,60.0085,60.0076,60.0081,60.0087,60.0094,60.0105,60.0085,60.0098,60.0101,60.0103,60.0091,60.0108,60.0112,60.0104,60.0108,60.0103,60.0094,60.0079,60.0091,60.0097,60.0089,60.0099,60.0093,60.009,60.0089,60.0108,60.008,60.0089,60.0103,60.0108,60.0097,60.0104,60.0086,60.0108,60.0089,60.0092,60.0095,60.0094,60.0084,60.009,60.0093,0,0,0
637304685062000000,60.0066,60.0108,60.0098,60.0103,60.01,60.0087,60.0094,60.0093,60.0089,60.0114,60.0109,60.0106,60.0104,60.0089,60.0101,60.0093,60.0095,60.0093,60.0097,60.0106,60.0101,60.0104,60.0094,60.0103,60.0076,60.0107,60.0089,60.0098,60.008,60.0089,60.0088,60.0106,60.0104,60.01,60.0108,60.0083,60.008,60.0102,60.0104,60.0091,60.0086,60.0087,60.0096,60.0091,60.0101,60.0081,60.0084,60.0091,60.0101,60.0086,60.009,60.0096,60.0086,60.0085,60.0079,60.0085,60.0084,60.0095,60.0106,60.0071,60.008,60.0103,60.0085,60.0095,60.01,60.0095,60.0095,60.0098,60.0103,60.0108,60.01,60.0106,60.0089,60.0073,60.0104,60.0094,60.0082,60.0085,60.01,60.0096,60.0092,60.0101,60.0092,60.0095,60.0096,60.0106,60.0087,60.0091,60.0097,60.0099,60.0097,60.0106,60.0092,60.0095,60.0096,60.0094,60.0089,60.008,60.009,60.0096,60.0095,0,0,0
637304685063000000,60.0094,60.0105,60.0086,60.0108,60.0093,60.0094,60.0098,60.0089,60.0087,60.0085,60.0105,60.0095,60.0099,60.0103,60.0083,60.0087,60.0063,60.0093,60.0081,60.0107,60.0092,60.0103,60.0096,60.0105,60.009,60.009,60.0087,60.0088,60.01,60.0082,60.0088,60.0114,60.0105,60.0087,60.013,60.0091,60.009,60.0107,60.0105,60.0085,60.0096,60.0089,60.0094,60.0082,60.0104,60.009,60.0111,60.0094,60.0101,60.009,60.0089,60.0092,60.0092,60.0083,60.0093,60.0089,60.0086,60.0092,60.0112,60.0109,60.0094,60.0095,60.009,60.0086,60.0069,60.0078,60.0089,60.0098,60.0104,60.0085,60.0106,60.0095,60.0096,60.0098,60.0104,60.0104,60.008,60.009,60.0091,60.0096,60.0098,60.01,60.0097,60.0098,60.0096,60.0096,60.0088,60.0081,60.0098,60.0096,60.0091,60.0101,60.0091,60.0105,60.0099,60.0095,60.0091,60.0102,60.0099,60.0097,60.0094,0,0,0
637304685064000000,60.0095,60.0108,60.0095,60.0115,60.0084,60.0099,60.0096,60.0089,60.0085,60.0091,60.0103,60.0097,60.0096,60.0099,60.009,60.0107,60.0069,60.0103,60.0092,60.0105,60.0105,60.0103,60.0098,60.0103,60.0085,60.0105,60.0095,60.009,60.0104,60.0091,60.0095,60.0105,60.0104,60.0086,60.0104,60.009,60.0095,60.0111,60.0112,60.0085,60.0103,60.0086,60.0093,60.0089,60.015,60.0096,60.0105,60.0085,60.0107,60.0088,60.0092,60.0094,60.0083,60.0086,60.0092,60.0091,60.0088,60.009,60.0115,60.0098,60.0098,60.0097,60.0088,60.0093,60.0107,60.0064,60.009,60.0103,60.0101,60.0099,60.01,60.01,60.0161,60.0111,60.01,60.0091,60.0096,60.0091,60.0095,60.0102,60.0112,60.0099,60.0102,60.0095,60.0103,60.0097,60.0087,60.0088,60.01,60.0092,60.0087,60.0097,60.0095,60.0104,60.0103,60.0091,60.009,60.0104,60.0091,60.0097,60.0096,0,0,0
637304685065000000,60.0098,60.0108,60.0094,60.0109,60.0106,60.0103,60.0103,60.009,60.0087,60.0095,60.0103,60.0097,60.0099,60.0103,60.009,60.0098,60.0078,60.0092,60.0112,60.0108,60.0109,60.0104,60.0095,60.0109,60.0095,60.0108,60.0092,60.0092,60.0104,60.0091,60.0092,60.0113,60.0104,60.0089,60.0104,60.0093,60.0092,60.0109,60.0111,60.0087,60.0096,60.0094,60.009,60.008,60.0104,60.0087,60.0102,60.0107,60.0105,60.0105,60.0096,60.0103,60.0093,60.0076,60.0094,60.0091,60.009,60.0091,60.0107,60.0096,60.009,60.0093,60.0094,60.0094,60.0095,60.0062,60.009,60.0103,60.01,60.01,60.0099,60.0119,60.0092,60.0112,60.0102,60.0113,60.01,60.0094,60.0097,60.0101,60.0099,60.0095,60.0101,60.0096,60.0101,60.0098,60.0091,60.0088,60.0102,60.0098,60.0101,60.0106,60.0093,60.0107,60.0096,60.0105,60.0087,60.0098,60.0092,60.0099,60.0098,0,0,0
637304685066000000,60.0083,60.0113,60.0099,60.0105,60.0101,60.0096,60.0099,60.0091,60.0085,60.0087,60.01,60.0093,60.0098,60.01,60.0109,60.0103,60.0081,60.0104,60.0091,60.0107,60.0102,60.0102,60.0095,60.0102,60.009,60.0118,60.01,60.0093,60.0086,60.0089,60.0097,60.0099,60.0117,60.0088,60.0077,60.0095,60.0099,60.011,60.0114,60.0087,60.0093,60.0091,60.0097,60.0089,60.0112,60.009,60.0101,60.0097,60.0108,60.0099,60.0096,60.0098,60.0093,60.0099,60.0082,60.01,60.009,60.0092,60.0107,60.0101,60.0094,60.0075,60.0093,60.0078,60.0078,60.0034,60.0095,60.01,60.0105,60.0122,60.0102,60.0108,60.0085,60.0114,60.0105,60.0101,60.0096,60.0098,60.0098,60.0103,60.0099,60.0105,60.0099,60.0104,60.0105,60.0109,60.0098,60.0092,60.0101,60.01,60.0098,60.01,60.0094,60.0095,60.0095,60.0109,60.0096,60.0107,60.0091,60.0102,60.0099,0,0,0
637304685067000000,60.0116,60.0111,60.0078,60.0109,60.0108,60.01,60.0107,60.0087,60.0092,60.0099,60.0109,60.0091,60.0098,60.0113,60.009,60.0111,60.008,60.0104,60.0095,60.0104,60.0113,60.0108,60.0099,60.01,60.0095,60.0114,60.01,60.0095,60.0112,60.0092,60.0097,60.011,60.0105,60.01,60.0105,60.0095,60.0091,60.0118,60.0115,60.0088,60.009,60.0094,60.0099,60.0089,60.0091,60.0096,60.0094,60.0113,60.0115,60.0119,60.0099,60.0097,60.0098,60.0114,60.0109,60.0105,60.0092,60.0096,60.0107,60.0101,60.0094,60.0097,60.0087,60.0094,60.0118,60.0049,60.0093,60.0102,60.0098,60.0095,60.0104,60.0093,60.004,60.0092,60.0102,60.0096,60.0094,60.0091,60.0107,60.0098,60.0102,60.0097,60.0104,60.0104,60.0103,60.01,60.0098,60.0091,60.0088,60.0106,60.0106,60.0104,60.0097,60.0092,60.0089,60.0111,60.0092,60.0098,60.0096,60.0096,60.0098,0,0,0
637304685068000000,60.0105,60.0104,60.0113,60.0102,60.0092,60.0102,60.0107,60.0094,60.0093,60.009,60.0105,60.0086,60.0109,60.0106,60.0089,60.0097,60.0099,60.0103,60.0096,60.0105,60.0098,60.01,60.0096,60.0079,60.0093,60.0094,60.0101,60.01,60.0104,60.0097,60.0099,60.0094,60.0101,60.009,60.0105,60.0092,60.0098,60.0117,60.0103,60.0098,60.0099,60.0091,60.0105,60.0095,60.0117,60.0103,60.0119,60.0109,60.0103,60.0105,60.0096,60.0098,60.0111,60.0113,60.0104,60.0108,60.0093,60.0094,60.0108,60.0101,60.0092,60.0105,60.0093,60.0103,60.0069,60.0041,60.0089,60.0099,60.0098,60.0096,60.0095,60.0103,60.0091,60.0095,60.01,60.0094,60.0103,60.0091,60.0097,60.0096,60.0105,60.0104,60.0103,60.0105,60.0106,60.0105,60.0099,60.009,60.0109,60.01,60.0098,60.0106,60.0099,60.0101,60.0091,60.0104,60.0094,60.0101,60.0096,60.0094,60.0099,0,0,0
637304685069000000,60.0094,60.0094,60.0113,60.0101,60.0091,60.01,60.01,60.0095,60.0099,60.0086,60.0104,60.0082,60.0097,60.0107,60.0097,60.0094,60.0069,60.0102,60.0087,60.0112,60.0104,60.011,60.0101,60.0109,60.0113,60.0099,60.0098,60.01,60.0109,60.0094,60.0104,60.01,60.0096,60.0095,60.0106,60.01,60.0106,60.0114,60.0103,60.0085,60.0097,60.0096,60.0103,60.0105,60.0101,60.01,60.0108,60.0097,60.0092,60.0105,60.0098,60.0103,60.011,60.0116,60.0105,60.0105,60.01,60.0099,60.0109,60.0102,60.0102,60.0075,60.0093,60.0102,60.0117,60.0015,60.0104,60.0098,60.01,60.0096,60.0108,60.0102,60.0099,60.0124,60.0102,60.0104,60.0107,60.0098,60.0104,60.0096,60.0106,60.0104,60.0101,60.0106,60.0106,60.0102,60.0103,60.0094,60.0096,60.0096,60.0098,60.0106,60.0101,60.0089,60.0095,60.0111,60.0085,60.0111,60.0101,60.0101,60.0101,0,0,0
